사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-21,경인선,301,주안,1182,17,13466,4026,25351,9341,62460,18434,54262,29868,32374,21550,24148,15183,24473,14743,27194,19389,26074,17761,23782,20858,25867,20368,30280,28830,36760,35402,36462,53597,20534,55705,17482,29637,18176,26676,15760,27057,4118,18448,174,1955,0,0,0,0,0,0
Jun-21,경인선,302,제물포,936,9,7380,1604,14360,4835,38817,13897,32181,29702,17513,15676,14153,10304,14252,8762,15603,11093,14624,11705,13781,10528,15620,11030,20731,14991,19902,19959,23232,29062,9617,27603,6904,16373,6405,15659,4520,16170,1453,10352,20,1695,0,0,0,0,0,0
Jun-21,경인선,303,동인천,1806,5,7236,2974,16587,12761,40489,23606,31749,34524,19744,15296,16886,16081,19449,18116,20535,18655,20438,19720,20117,18824,23902,17798,28229,21666,34952,25312,38015,33355,17262,32046,13300,18715,11060,14897,7429,16818,2012,9753,9,1638,0,0,0,0,0,0
Jun-21,경인선,304,인천,259,5,1468,1082,2953,3743,5589,5957,4871,8271,3095,4536,3238,5791,4314,7950,5890,8421,7146,7411,8292,7082,9785,5656,11755,4930,13290,4026,12467,3899,5956,2707,5112,1946,4283,1602,2183,1417,561,920,2,504,0,0,0,0,0,0
Jun-21,경인선,305,구일,250,20,3979,1405,9669,3181,27231,8255,24254,11227,12242,7323,9155,4796,8599,5135,9019,6116,8077,6967,7302,7528,8147,9786,10275,12801,9727,16625,11210,28962,6296,21481,6912,10914,6490,10787,7263,10591,897,4104,9,236,0,0,0,0,0,0
Jun-21,경인선,306,소사,1462,36,17475,2899,15438,5717,34181,7728,30726,10805,19270,8790,14779,8424,12082,8920,12432,10128,11256,10549,10479,10822,10705,11336,11050,15153,13027,20814,11272,29792,6398,25751,4737,14657,4256,14823,3336,14763,1209,8246,42,962,0,0,0,0,0,0
Jun-21,경인선,307,부개,1816,5,9791,2522,16324,4431,39584,6232,30657,11064,17587,6519,12363,5722,10947,7047,11575,7820,11121,8725,9474,8782,9054,11127,12016,14760,11279,18083,11146,29942,6116,25476,4476,14313,3829,13130,3132,14175,1234,7351,101,913,0,0,0,0,0,0
Jun-21,경인선,308,간석,357,1,5307,1186,10987,2312,24578,4454,20188,9293,11058,5498,8858,4709,7769,5911,8416,6309,7834,6795,7493,7193,7180,7491,8773,9752,8668,14070,9879,18556,4922,18112,3873,10173,3734,8872,2752,8628,1101,5696,55,830,0,0,0,0,0,0
Jun-21,경인선,309,도원,580,9,2299,893,3022,2281,6274,6483,6085,23477,4370,4110,3925,3684,4233,3202,4331,3517,4215,3681,3896,3792,6634,4210,13425,4751,10246,5261,7969,5897,3144,4969,2128,3293,2060,2815,970,2653,346,1872,7,510,0,0,0,0,0,0
Jun-21,경인선,310,온수(성공회대입구),275,1,5697,1303,8726,3974,23625,10397,23736,13741,13006,7338,10123,6105,9093,5876,10601,7367,9872,7480,8932,7741,9712,8455,14692,10806,12460,13522,11287,22940,5935,18776,4314,10704,4846,9984,3391,10801,1119,4647,27,405,0,0,0,0,0,0
Jun-21,경인선,311,중동,970,14,10330,1251,17413,4399,43601,5901,33963,13526,17253,8678,12983,7705,11713,8196,11889,9563,11548,9499,10315,10019,10341,11117,11862,14194,12326,18352,12666,31601,6865,28802,5003,15880,4500,14179,3272,14489,1230,7650,81,1067,0,0,0,0,0,0
Jun-21,경인선,312,도화,422,0,4211,630,7272,1924,17834,4545,14582,7629,8236,3728,6290,3611,5800,4036,6236,4962,5519,4553,5158,5242,5105,5451,6407,7534,6749,8623,6902,11644,3014,11850,2466,6467,2086,6055,1657,5292,736,3935,25,820,0,0,0,0,0,0
Jun-21,경원선,128,이촌(국립중앙박물관),70,2,1089,584,3389,2180,7991,4827,8860,7871,7199,4856,5346,3152,5138,3231,5209,3484,5642,4058,5194,3800,6041,4322,7784,4705,9886,5719,9738,7383,5276,5973,4404,4076,4717,3825,3263,4911,883,1899,15,388,0,0,0,0,0,0
Jun-21,경원선,129,서빙고,55,0,812,655,2042,2635,3456,4205,3109,8457,2691,3193,2526,1963,2184,1768,2446,1731,2649,2029,2472,2097,3242,2360,4284,2437,6280,2613,6644,3633,2678,2811,1948,1769,1795,1601,1155,1740,359,844,17,203,0,0,0,0,0,0
Jun-21,경원선,130,한남,158,1,1800,661,2643,4171,4633,10724,5865,14017,4659,11216,4351,5426,4488,4089,4883,4814,4590,5087,5216,4408,6451,4781,7691,5480,13627,6378,14741,7064,6927,6083,5163,2716,5520,3003,6215,2811,969,1210,25,439,0,0,0,0,0,0
Jun-21,경원선,131,옥수,0,0,0,14,14,81,28,43,137,213,72,22,29,142,25,203,6,65,14,25,25,12,17,13,328,38,359,51,46,45,363,14,48,7,56,15,14,4,2,0,1,0,0,0,0,0,0,0
Jun-21,경원선,132,응봉,207,1,1175,295,2657,1247,6940,2077,7086,2251,4624,1608,3024,1313,2503,1436,2704,1518,2235,1951,2062,2268,2390,2344,2860,3134,2706,3879,2710,5005,1485,5016,1342,2493,1004,2119,1006,2592,298,1002,12,223,0,0,0,0,0,0
Jun-21,경원선,133,왕십리(성동구청),846,18,5456,826,8957,5124,25603,11818,39412,20422,25985,14468,14590,15319,14548,17007,16658,19586,17694,20093,18022,21572,19932,23285,22828,28212,26459,39250,26879,61524,20335,44235,19509,25229,25219,20134,23892,24349,4068,9691,124,2980,0,0,0,0,0,0
Jun-21,경원선,134,청량리(서울시립대입구),1345,11,5941,1653,8682,10905,27765,14620,40258,24103,21334,29502,27559,29327,21283,30062,26026,27914,30027,28244,26812,31027,30667,32404,31469,31558,29154,30721,34286,46359,21139,32648,22989,16836,15703,17774,8813,13417,3393,5759,21,2161,0,0,0,0,0,0
Jun-21,경원선,136,외대앞,615,12,4711,1139,7737,2956,17329,3899,21058,11228,12769,8706,10166,7715,9842,7716,10560,8537,10548,8773,10625,9458,11576,10686,12467,12198,13863,15358,11263,21810,7435,17807,6064,11259,6379,10827,5737,13045,1684,6849,64,917,0,0,0,0,0,0
Jun-21,경원선,137,신이문,1559,18,9259,1156,14460,2346,36994,4204,39130,7591,20265,4709,14462,5512,11670,6491,11200,8041,10829,8306,9542,9298,8853,12323,9024,15614,8552,20521,8081,30464,5677,24867,3466,15384,2828,12685,2456,14796,800,6423,42,689,0,0,0,0,0,0
Jun-21,경원선,138,석계,1486,51,6241,1729,11186,4075,24429,5498,28081,8546,18213,6845,14215,7167,12482,8134,12200,9261,11273,10066,10673,11631,10499,15310,10373,18187,11458,23539,10135,37289,7848,27042,5843,16733,6517,15178,5625,15121,1219,6814,45,913,0,0,0,0,0,0
Jun-21,경원선,139,광운대,2113,6,6244,1087,13098,2781,32357,6131,30841,12870,15830,9838,11977,8734,10745,9339,11356,9310,11481,10097,10597,10900,10449,11336,12999,13866,12729,16471,11131,24992,6994,22849,5526,13597,5110,11177,4333,12745,1516,8969,61,2344,0,0,0,0,0,0
Jun-21,경원선,140,월계,804,2,5378,1108,9417,2504,25177,8132,21465,9576,13696,7208,10475,5930,9608,6276,9591,7678,9343,8475,8994,7062,9663,9091,12159,11850,10512,13465,8346,19820,5130,18488,3877,9915,3600,8720,2823,9045,929,4540,72,746,0,0,0,0,0,0
Jun-21,경원선,141,녹천,1064,27,4839,765,8188,1503,21404,3738,17183,4905,10492,2645,7731,3474,6539,3434,7630,4580,6114,4312,5208,4534,5393,5735,6765,7423,5540,8661,4812,14111,3662,13332,1990,7296,2028,6725,1274,7134,471,3682,31,543,0,0,0,0,0,0
Jun-21,경원선,142,창동,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jun-21,경원선,358,방학,658,13,11878,1633,15855,5710,31744,8931,29217,19205,18253,10710,15820,10452,13654,9414,14238,10808,13120,11388,12274,12532,12552,15404,13935,18143,14165,19354,17876,28405,9152,26697,6578,13887,5412,12659,4371,11705,1091,6879,94,1657,0,0,0,0,0,0
Jun-21,경원선,359,도봉,336,9,7182,1315,9962,3559,18842,4070,18765,9634,12259,7535,9979,7882,9125,6500,8375,7420,8818,7650,9102,8455,8671,9462,8937,10754,9391,11633,10143,16153,4773,14659,3051,8649,2438,7926,1846,7499,641,4348,45,1042,0,1,0,0,0,0
Jun-21,경원선,360,도봉산,253,1,6336,1001,9654,2811,23234,4538,21220,8407,13841,12497,11313,16623,11543,14223,13700,14224,16018,10798,18188,9813,19737,9017,21534,9277,18666,8161,14905,10104,8932,8491,5387,5150,3565,4514,2568,5015,645,2776,37,876,0,0,0,0,0,0
Jun-21,경원선,361,망월사,367,9,7456,1049,13035,3169,27001,4266,25926,11760,15900,10166,11465,8370,11161,7838,11327,9629,10507,9500,9702,10471,10191,10704,10646,13328,11801,16527,10324,22943,5347,23682,3963,12787,3751,12179,3160,11789,878,6121,82,1421,0,0,0,0,0,0
Jun-21,경원선,362,회룡,983,25,14526,2150,26262,5886,56136,8327,45984,12526,27675,11168,21822,11029,19593,12198,18569,14399,17115,15237,14380,16363,14186,18815,13772,23574,13940,30443,12056,40945,7194,42827,5507,22019,4963,19579,4210,18032,1085,10337,144,2327,0,0,0,0,0,0
Jun-21,경원선,363,의정부,2173,5,10040,2102,22648,7550,47731,14110,43067,35918,26067,33191,22527,25673,24134,25502,26310,27140,26681,32474,27361,29260,29199,29304,30809,32094,36913,38892,38607,52861,24473,49255,25309,27061,20585,23238,18852,20918,3818,13754,252,3804,0,0,0,0,0,0
Jun-21,경원선,364,가능,461,10,7957,1951,11887,3608,23945,6571,21302,14530,12356,8184,10747,5745,9975,6291,9841,7232,8812,8041,8323,6798,8388,8383,9242,10254,11042,12831,8926,19156,5587,18778,4306,10793,3918,9293,3415,8389,878,6402,40,1071,0,0,0,0,0,0
Jun-21,경원선,365,녹양,337,3,5106,1117,9173,2418,18120,4529,14586,9844,8562,4843,7293,3468,6894,4739,6935,4918,6015,5139,5571,4680,5972,5976,6200,7946,7461,9162,8220,14058,3898,13266,2986,8319,2381,6781,1745,6176,524,4515,24,1074,0,0,0,0,0,0
Jun-21,경원선,366,양주,1363,4,5568,1842,12403,5521,30886,11373,25451,11380,15635,7193,12842,6425,11384,7450,11357,8641,10431,7712,9555,8477,9612,9465,11596,11848,12526,15553,14553,21869,6617,19324,3980,14024,3453,10867,2112,10817,627,6710,24,1964,0,0,0,0,0,0
Jun-21,경원선,367,덕계,4,0,2515,811,7557,3786,13305,3185,11068,4922,5757,2545,4264,1900,4061,2221,4104,2735,3800,2506,3335,2837,3515,3580,4837,3861,4899,6454,4926,8261,1990,8618,1288,5945,1046,4396,727,3467,250,2703,9,587,0,0,0,0,0,0
Jun-21,경원선,368,덕정,0,0,3364,1426,8652,5575,18744,10391,16627,14414,9452,8080,7163,5175,8257,5908,8889,7183,8478,6682,7968,5198,8218,6826,9439,7646,12133,12432,12805,13363,5431,13108,3882,8387,3721,8169,2444,7475,1287,4387,161,883,0,0,0,0,0,0
Jun-21,경원선,369,지행,75,0,4993,1045,10847,2717,22131,5596,20026,12383,12444,6729,9866,5269,9474,6746,9469,8006,9449,8512,7936,8127,8130,9515,8974,11028,9991,15977,11359,16986,6231,18823,5587,11815,5108,9632,4006,10330,1401,6409,114,1605,0,0,0,0,0,0
Jun-21,경원선,370,동두천중앙,47,0,2552,716,5344,2056,8818,4183,8338,10488,5992,4090,5136,3355,5237,4475,5029,4685,4940,4427,4683,3936,4999,4628,4609,4910,6308,5559,7373,5919,2975,6505,2123,4735,1310,3421,995,3822,358,2461,18,619,0,0,0,0,0,0
Jun-21,경원선,371,보산,48,0,1519,375,2440,1067,4282,2491,3885,2630,3071,1793,2722,1300,2698,1651,2655,1801,2334,2043,2484,2068,2339,2294,3144,2412,4056,2810,2857,3472,1762,4655,1204,3084,772,2289,380,2110,155,1366,9,298,0,0,0,0,0,0
Jun-21,경원선,372,동두천,20,2,737,541,3020,3489,5159,8527,5357,6318,3716,3906,3427,3752,3865,3608,2715,3040,3355,3336,3739,3241,4435,3481,3795,3308,4600,3509,5168,4682,2806,4135,1476,3281,875,2688,770,2142,215,1195,3,377,0,0,0,0,0,0
Jun-21,경원선,373,소요산,110,0,954,428,1210,1893,3793,3202,3108,3742,4280,5391,3621,8034,4644,11051,6296,12360,8041,8064,10879,5880,12658,5231,13012,4014,9706,3265,6340,2188,2785,1419,1688,1426,1015,1193,325,1270,150,880,6,425,0,0,0,0,0,0
Jun-21,안산선,280,산본,657,2,8142,2085,23263,6465,55868,14204,53514,29377,25681,20686,20505,17201,19853,17890,21396,18451,20558,21611,19886,21348,20327,23613,22603,26485,24732,36514,28723,64231,18606,53800,14910,28231,16743,22240,13482,21092,3285,12675,60,719,0,0,0,0,0,0
Jun-21,안산선,281,대야미,14,0,2755,920,7416,4055,17111,5364,19168,8922,9739,5023,7252,4831,6312,4887,6777,5067,6601,4621,6351,5040,6985,6762,7684,7714,9022,9505,10031,14566,5448,12193,4190,7468,3190,7239,1932,7538,777,3695,24,326,0,0,0,0,0,0
Jun-21,안산선,282,반월,24,0,3253,946,7446,2344,17555,3724,15923,7412,9393,3521,6701,3275,5944,4130,5589,4026,5572,4742,5228,5101,4701,6000,6103,7460,7490,9396,7816,14278,3836,11618,2917,7992,2081,7325,1585,7415,539,3496,80,310,0,0,0,0,0,0
Jun-21,안산선,283,상록수,385,9,14506,2614,30757,8427,71459,12763,64203,18687,32865,14499,23432,11431,20428,12662,21515,13617,19804,15988,16765,16365,17337,18368,19363,24848,22891,36298,20176,62212,12804,55556,10219,34924,9650,31452,6797,28980,2285,17235,161,1653,0,0,0,0,0,0
Jun-21,안산선,284,한대앞,120,3,7626,925,16330,4121,32032,8266,25599,17345,15392,12474,13022,10444,12499,9206,12827,10359,11592,11120,11624,11170,11701,11201,13559,15171,16975,19490,16533,30605,9016,25348,7569,14919,7802,13693,7038,13865,1552,8700,53,1000,0,0,0,0,0,0
Jun-21,안산선,285,중앙,205,7,8393,927,27113,8106,56028,13419,43762,35627,23164,28873,19713,18916,20669,17805,23282,22551,22130,25283,21512,24398,23359,25774,29540,29637,33214,40655,35962,64278,22289,54425,22464,27622,25605,25449,24889,22419,4787,16476,162,2390,0,0,0,0,0,0
Jun-21,안산선,286,고잔,221,8,5392,794,13810,4519,30915,13425,22159,27845,12921,14159,11338,9919,12008,8459,11432,9116,10081,10609,10833,10108,12122,9909,13866,10428,19694,15210,22867,23448,8600,20001,6748,11592,6730,10456,5548,10519,1770,7585,72,1338,0,0,0,0,0,0
Jun-21,안산선,287,초지,279,0,3089,413,9131,4034,19966,9077,14579,11855,7796,7728,5787,4782,5564,4258,6028,4874,4931,5452,4784,4657,5163,5114,6320,5522,8542,8901,10414,13942,5195,13504,3323,8594,2936,7513,1948,7118,552,4442,23,933,0,0,0,0,0,0
Jun-21,안산선,288,안산,1552,3,10171,1609,12364,16709,20358,41817,20784,34367,16269,14474,12647,11916,13310,13196,14064,12753,14807,12492,14865,13191,16337,13520,19707,14449,41360,21039,45394,23296,22731,19419,20190,14548,11726,12889,5169,10649,1216,5985,76,1376,0,0,0,0,0,0
Jun-21,안산선,289,신길온천,40,0,1949,133,3726,1537,6460,3489,5250,3125,3226,1487,2390,1413,2196,1504,2255,1608,1986,1539,1932,1835,1996,2127,2499,2523,3526,3428,4029,4897,1837,4142,1185,2856,816,2411,459,2609,172,1693,19,374,0,0,0,0,0,0
Jun-21,안산선,290,정왕,204,4,6210,232,9711,12744,17913,26472,14569,31138,10299,20601,9835,12053,10715,10180,11966,11753,11802,11038,12056,11062,15342,10254,21836,9925,23305,14663,30266,18864,14039,14842,10788,11078,7928,9639,4784,9151,1070,6017,17,1497,0,0,0,0,0,0
Jun-21,안산선,291,오이도,207,1,6159,264,15353,6234,31917,13607,24407,14877,13511,8196,11037,8270,10309,9721,11173,10769,11219,11263,10256,11105,11429,12663,14151,13450,18894,17988,17993,25923,10410,21622,8591,14667,8617,12791,6163,12479,1433,8680,3,2717,0,0,0,0,0,0
Jun-21,안산선,292,수리산,5,0,3496,507,8902,1788,18431,3706,18136,6592,9612,3815,6741,4664,6063,3630,5813,3670,5401,3608,4573,3604,5299,4356,4976,5486,5303,6997,5493,12336,2764,10170,1968,6541,1385,5483,1034,5862,354,3059,7,246,0,0,0,0,0,0
Jun-21,과천선,230,선바위,0,0,1105,1223,6619,9491,19191,20174,22260,25934,14660,15658,9454,7615,8348,7265,9004,7253,9332,7050,9283,6637,10408,7895,14053,8622,23433,12169,31316,17069,14855,13412,8840,8224,7224,7927,4163,8768,981,3115,4,94,0,0,0,0,0,0
Jun-21,과천선,231,경마공원,1,0,297,297,724,1832,2040,2448,2527,6372,2147,2596,2148,2015,2093,2504,1964,1955,2106,1816,2512,1866,2469,1707,2556,1852,3886,2001,6849,2363,1255,1644,778,1176,716,1059,339,1100,112,494,0,11,0,0,0,0,0,0
Jun-21,과천선,232,대공원,5,0,107,394,291,3610,1018,4284,1256,10375,1706,16143,2452,19348,3117,12876,6174,8806,7545,9134,9595,7950,11627,5334,14506,3897,15103,2476,13255,1780,6599,1077,3954,706,4134,461,2027,384,191,203,1,7,0,0,0,0,0,0
Jun-21,과천선,233,과천,7,3,2054,538,7811,5660,22299,4541,21288,8802,12585,4945,8738,4417,7705,4601,8235,5013,7910,5525,7385,5837,7992,6132,10491,8554,10133,10840,7735,17585,4070,15248,2815,8920,2020,8603,1441,9765,427,4542,5,97,0,0,0,0,0,0
Jun-21,과천선,234,정부과천청사,10,0,1972,1097,7219,10003,20022,22196,18026,62776,12468,15460,9388,10034,9721,8244,10719,9110,11101,10048,11445,9829,12813,9255,19855,10990,28201,14381,51085,20687,12963,17292,10873,8983,9569,8863,5310,9501,1001,4285,12,69,0,0,0,0,0,0
Jun-21,과천선,235,인덕원,53,1,8221,2724,27530,13568,76941,35584,68351,102851,37674,34985,27707,18623,24755,18481,26011,18350,26046,20700,24023,21692,25606,24036,32556,30243,49611,43887,81593,72151,28706,64704,21980,33654,22074,31203,16690,35397,2720,15686,8,316,0,0,0,0,0,0
Jun-21,과천선,236,평촌,31,0,3837,2515,19845,9129,56370,34281,44359,88018,23723,34558,17369,14727,16185,13194,17123,13322,15582,16596,16253,14636,19031,14776,22460,19162,39974,26145,65859,44048,25904,42700,18296,20895,17790,17219,16016,19273,3137,8420,15,314,1,0,0,0,0,0
Jun-21,과천선,237,범계,81,0,7596,2645,31796,11613,84466,23372,71646,57755,37217,43307,28439,29191,28315,25836,30401,28002,30914,33848,29589,31110,33345,32292,38970,40496,45890,54224,58630,86289,33943,75542,35648,34985,31598,27871,29274,31231,4791,13727,33,621,0,0,0,0,0,0
Jun-21,분당선,143,선릉,15,1,1112,1362,2121,10578,4608,43755,6778,130861,5591,86674,6784,35104,8974,23250,10658,19645,11811,21882,13137,16755,16676,14479,25733,16183,43783,19283,77826,22834,33865,13014,19906,6010,21591,5192,20577,5836,2210,2447,56,544,0,0,0,0,0,0
Jun-21,분당선,144,한티,39,14,1994,1130,7283,9724,20180,27000,23034,46211,14096,38305,11656,24054,13240,18245,16351,20512,17174,25325,17393,18042,21478,18513,26431,22965,36349,29619,43113,34205,26781,22936,28314,12226,22497,10896,25791,12338,3387,4702,51,220,0,1,0,0,0,0
Jun-21,분당선,145,도곡,79,1,1282,1070,3507,6111,8449,14328,11787,24444,8651,17175,7059,8215,7482,7247,8273,7362,9144,8140,9629,7483,12407,7859,14062,8474,20270,10029,22371,13400,11002,10090,7347,6152,6971,5752,5833,6666,1069,2559,9,248,0,0,0,0,0,0
Jun-21,분당선,146,구룡,4,0,430,1125,1402,6065,2839,10052,3882,5202,3133,2565,2686,1970,2449,1448,2515,1707,2718,1732,2491,2018,3303,2004,9383,2373,7198,2809,4463,3462,1997,2868,1215,1834,3240,1559,650,2121,175,994,2,28,0,0,0,0,0,0
Jun-21,분당선,147,개포동,5,1,755,1223,3308,7919,8552,5739,9041,9389,5247,6951,4582,4725,4309,3745,5183,4221,5018,4940,4925,4497,5610,4702,9235,5488,10648,7195,8714,9867,5151,8269,3591,4636,4066,4318,3726,5237,728,2025,9,57,0,0,0,0,0,0
Jun-21,분당선,148,대모산입구,2,0,1847,1226,3713,9064,9152,5095,10091,9667,6067,4551,4723,3064,4294,3123,4166,3222,4289,3767,4090,3632,5420,4438,8618,4510,10017,5374,8010,6946,3158,6004,2357,3564,1528,3505,1050,4248,396,1719,2,79,0,0,0,0,0,0
Jun-21,분당선,149,수서,42,1,3233,2929,6237,12882,23699,26433,34932,44802,21272,24494,20178,18301,17080,13634,20913,17021,18291,16996,14448,16414,21809,18514,26044,22181,33948,26521,41205,37158,17804,27256,18057,17032,12365,14748,12777,16257,4642,4853,10,541,0,0,0,0,0,0
Jun-21,분당선,150,복정,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Jun-21,분당선,313,수원,548,7,4317,537,8656,3575,22947,7974,23822,13016,11471,10878,7710,7777,7742,8631,9189,8856,9292,10099,9138,9858,10609,9374,12896,11206,15877,18449,18803,24628,12742,17067,12704,8833,13099,7228,11785,7209,2219,3340,41,523,0,0,0,0,0,0
Jun-21,분당선,314,서울숲,122,1,2477,657,5172,5343,14063,18353,21341,42295,14029,29026,7819,19308,8206,14614,9499,14738,10731,17209,12007,16085,16021,16414,21467,16812,33291,18103,47376,25889,24433,17059,18166,9003,16969,7537,12044,9281,1933,3292,13,678,0,0,0,0,0,0
Jun-21,분당선,315,압구정로데오,146,36,1371,748,3318,11149,5102,24048,6969,68601,6383,103641,8067,49218,11319,37220,15093,33696,18509,33321,23169,30426,30913,28397,39640,30796,57606,35566,82911,43362,61801,22054,50975,7560,45111,4554,43650,4697,3923,1939,106,323,0,0,0,0,0,0
Jun-21,분당선,316,강남구청,48,20,1197,614,2691,4989,7211,15445,9454,57350,8057,42820,7585,18667,8758,13730,9604,13314,10886,14315,12380,13195,13830,13177,17181,13247,25975,16252,50966,20417,25360,12238,13704,6625,14445,5413,11977,6406,1725,2634,11,536,0,0,0,0,0,0
Jun-21,분당선,317,선정릉,6,0,907,949,1898,5533,4779,12918,7274,53810,6058,41693,5193,14623,5861,8483,6643,8150,7711,8608,9036,8012,10067,7099,12806,7601,23468,8859,46746,10477,23062,7020,10869,3777,10646,3678,9146,4285,1535,1595,23,319,0,0,0,0,0,0
Jun-21,분당선,318,가천대,33,1,5246,678,7616,3083,17208,5746,23966,19110,13947,16646,9925,12864,10447,9085,11143,13168,11163,11635,11727,10610,12956,10467,16051,11323,18009,15619,13101,23017,7568,19175,6569,12647,5046,14112,5888,16949,1640,8448,58,485,0,1,0,0,0,0
Jun-21,분당선,319,태평,229,15,15470,1548,20184,5556,41297,8404,61606,17914,38997,12679,21143,11599,17222,12552,18254,13656,17730,14284,15860,16008,15603,21851,17132,24187,18962,31278,18350,44399,10079,33276,7775,23046,6531,25685,5145,24617,1279,9883,40,602,0,0,0,0,0,0
Jun-21,분당선,320,모란,363,12,14829,2966,22951,10918,51390,22909,65365,34966,45634,27383,30474,25348,29531,27735,30895,28257,30553,31376,32728,30745,29909,36055,32125,37512,34653,43056,40969,61901,22227,45535,15374,30272,15934,27615,14647,29437,3146,13652,139,854,0,0,0,0,0,0
Jun-21,분당선,321,야탑,105,1,6748,2811,18921,13813,52505,39470,63409,92657,40659,52081,31322,31740,32111,26140,32847,32336,32466,33631,32726,31551,35700,33989,40913,37460,58534,49682,82465,68413,36594,55665,26992,32835,26427,25294,21104,31241,4172,12754,176,1199,0,0,0,0,0,0
Jun-21,분당선,322,서현,251,10,4349,2836,12766,12019,33324,39017,38952,78818,27160,62407,24012,34302,25750,29984,29272,31669,30358,34189,33118,34628,37286,32509,42113,37037,61425,48948,78823,60631,45236,44712,43802,24525,41274,19476,32422,19749,5269,8818,244,824,0,0,0,0,0,0
Jun-21,분당선,323,수내,151,0,2319,1886,7054,7462,17787,16405,21697,54164,14415,37570,11221,19634,12795,15090,15034,16095,15858,16333,18202,16095,20316,15710,22265,16581,33056,22452,47968,27514,24483,21304,22958,11358,17507,9669,14946,11147,2486,4580,76,578,0,0,0,0,0,0
Jun-21,분당선,324,정자,308,2,3373,1185,9600,15579,26484,36061,31631,74152,21656,42539,15265,20848,16031,15468,17315,16018,17471,18584,18856,16678,21468,17384,27026,22467,49798,32552,60343,47512,32091,35957,23759,19514,29466,17165,28898,19882,5674,7830,760,1382,0,0,0,0,0,0
Jun-21,분당선,325,미금,544,0,3556,697,11711,11125,25546,21521,31077,44041,22109,31386,20297,20495,21844,19996,22716,20745,22318,23391,23863,23393,28055,21544,29139,25784,36594,30518,38686,40991,19527,31425,16184,20576,17619,18297,15657,18537,2882,7972,85,1114,2,2,0,0,0,0
Jun-21,분당선,326,오리,532,14,3457,541,14302,7441,31029,14146,32476,35247,19982,18686,14178,9922,13805,9918,14918,11723,14254,10385,13816,11375,15399,11628,17476,13272,24697,15994,35141,25102,13969,21342,10404,13851,10491,10900,7178,12708,1952,6052,44,934,0,0,0,0,0,0
Jun-21,분당선,327,이매,50,1,2422,1011,6574,3829,14038,9272,14975,15147,9549,7332,7377,5216,7316,5394,7341,6335,7145,6183,7485,6229,7562,6824,9951,8477,16131,10580,14053,14557,6051,11488,4376,7158,4917,6828,4750,8336,939,3679,109,467,0,0,0,0,0,0
Jun-21,분당선,328,보정,25,0,870,124,3371,1409,8231,3008,9339,6137,5676,1958,4243,1468,3578,1882,3397,2122,3163,2116,2888,2308,3490,3124,3889,3469,4758,4334,4029,6674,1743,5692,1220,3392,1217,3217,1366,4283,337,2150,4,105,0,0,0,0,0,0
Jun-21,분당선,329,죽전,1388,10,4898,753,15347,6918,42376,14919,37979,21165,20895,19186,14604,20216,13949,16606,16011,16558,15922,17133,15879,18300,17950,18761,20114,23214,25199,29486,29182,45281,18375,39569,22016,23299,11735,20658,9795,23751,2274,13182,2,4151,0,0,0,0,0,0
Jun-21,분당선,330,구성,36,1,2397,321,7568,2254,21206,4675,20606,7822,11158,3933,7534,3382,6438,3786,5965,4328,5561,4433,5544,4710,5403,6036,5765,7641,7026,11689,7371,19009,3389,17393,2756,10685,2398,7822,1662,9886,572,5204,3,329,0,0,0,0,0,0
Jun-21,분당선,331,신갈,42,0,2548,303,7822,1523,18879,2530,19175,6065,9813,3465,7054,2997,6678,3694,5685,4250,6004,4968,5109,4927,5280,5989,6520,6395,5545,10667,5014,15933,2243,14210,1827,9031,1570,7093,1486,9126,480,4517,6,209,0,0,0,0,0,0
Jun-21,분당선,332,기흥,138,3,5205,496,13673,3994,36463,7863,35661,12323,17779,7291,12318,6313,10894,7331,11336,7625,11102,9718,10354,8999,10644,11055,12560,12311,15443,20444,17149,35276,9289,30062,7321,17094,7490,14430,6170,18469,1782,8519,20,568,0,0,0,0,0,0
