사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-21,수인선,342,어천,2,0,211,19,675,1038,1293,2028,1348,1876,1222,994,1045,885,1001,836,1146,708,1092,999,978,908,1075,896,1454,1279,1927,1349,2771,2272,1222,1394,742,808,505,838,259,1138,89,485,0,50,0,0,0,0,0,0
Jun-21,수인선,343,야목,0,0,151,1,302,332,721,550,734,471,470,214,348,305,341,203,394,250,319,267,332,249,362,228,490,389,729,504,650,566,245,456,202,280,132,314,81,215,43,170,0,8,0,0,0,0,0,0
Jun-21,수인선,344,사리,3,3,2605,116,9203,1203,19988,2731,16722,4036,8434,2018,6127,2360,5322,2377,5775,3433,5759,3783,4713,3517,4453,4674,5113,6811,5690,8138,5412,16759,3182,12085,2054,7545,1848,7908,1854,8104,667,4934,12,452,1,0,0,0,0,0
Jun-21,수인선,345,달월,0,0,6,58,33,91,154,127,123,344,42,130,64,106,72,100,94,96,91,102,106,68,133,76,199,64,293,95,707,113,127,56,63,54,49,54,20,37,26,46,2,4,0,0,0,0,0,0
Jun-21,수인선,346,월곶,9,0,1486,355,4265,1603,10457,2407,8619,3187,4778,2528,3308,2274,3263,2748,3496,3257,3436,3117,3393,3122,3154,3908,3812,4209,4070,6421,4368,8869,2619,5321,2029,3943,2174,4094,1626,3474,754,1715,1,225,0,0,0,0,0,0
Jun-21,수인선,347,소래포구,10,0,2600,416,6357,2220,16928,3465,12880,7327,6804,6256,5676,8585,7259,14603,9278,16252,11474,12075,14040,10876,15446,9604,13614,10043,11623,10516,9257,13948,5769,9241,4342,6417,4357,5921,3905,5665,1596,3523,15,488,0,0,0,0,0,0
Jun-21,수인선,348,인천논현,2,0,2322,625,6241,4977,16147,9013,13378,13962,7086,8748,6362,6516,7285,6569,7580,7198,7057,8549,7299,8290,8069,8667,9608,10851,12521,14238,13018,18137,7349,11360,6888,7535,7695,6163,5528,5963,1957,3488,7,533,0,0,0,0,0,0
Jun-21,수인선,349,호구포,8,0,1621,1060,3305,5849,7504,18724,7853,22060,4268,3881,3750,2498,4138,2870,4374,3144,4190,3440,4565,3580,4554,3556,5776,4581,13511,6061,16399,7675,5289,6273,6066,4397,4213,3411,2304,3256,755,2249,0,357,0,0,0,0,0,0
Jun-21,수인선,350,남동인더스파크,0,0,473,839,845,3718,1293,16280,1785,21430,1302,3409,1405,1389,1677,1549,1829,1562,2110,1459,2138,1262,2569,1075,3746,1284,11972,1852,12567,1609,4372,2124,4318,1287,2081,675,710,509,223,329,0,26,0,0,0,0,0,0
Jun-21,수인선,351,원인재,26,0,3064,727,7222,2387,14105,5117,15529,7334,7955,4225,6212,3917,6091,4584,6184,5367,6235,5723,5441,5475,5783,6932,6227,8529,7144,11446,7429,15923,4312,11316,3816,7622,3932,7835,3281,7633,1186,4113,34,634,0,0,0,0,0,0
Jun-21,수인선,352,연수,4,1,2662,948,6708,2143,15228,4644,13137,10541,6067,5746,5596,4299,6034,4654,6542,5795,6688,5747,6234,5993,6348,6520,7656,8153,7675,11620,8452,15368,5294,9605,4632,6836,5065,6234,4502,4751,1635,3012,16,580,0,0,0,0,0,0
Jun-21,수인선,353,송도,3,0,1771,333,4395,1389,9725,2650,9967,3904,4484,2294,3549,2682,3626,2504,4311,3220,4319,2960,3405,3409,3972,3949,4437,5184,4259,6324,3970,8713,2278,5501,1583,3609,1326,3703,1047,3459,436,1704,10,416,0,0,0,0,0,0
Jun-21,수인선,354,인하대,31,2,3269,450,9341,2705,22956,4577,16917,11648,8035,6619,6792,6024,7060,5122,7945,6867,7351,6631,7252,6605,8593,7688,10783,9134,10591,14787,10712,21155,5928,11621,4628,8627,4727,8014,4420,6874,1801,3969,64,847,0,0,0,0,0,0
Jun-21,수인선,355,숭의,8,0,3223,974,6108,3038,12981,8160,10401,11938,5959,4554,5231,3979,5520,3436,5781,4324,5167,4923,5030,4417,5618,4382,7005,6044,9399,7761,9150,10302,3928,6316,2439,4554,2062,4961,1746,3945,756,2062,8,435,0,0,0,0,0,0
Jun-21,수인선,356,신포,6,1,1248,299,1426,1037,3096,4143,2895,9534,1756,2850,1559,2629,2016,2492,2304,2727,2456,2738,2727,2320,3833,2780,4972,3427,4810,3376,6595,4180,2614,2185,2389,1502,2032,1336,1538,1332,310,568,0,198,0,0,0,0,0,0
Jun-21,수인선,357,인천,80,2,647,200,965,1112,2342,2868,1965,4427,1251,1837,1348,2446,1561,3678,1808,3853,1900,3534,2039,3541,2379,4361,3245,3521,3299,3097,2271,3928,1392,2813,1248,2004,1257,1674,883,1779,152,894,5,207,0,0,0,0,0,0
Jun-21,경강선,238,판교,26,0,692,12,2018,6621,4877,11581,3525,26046,2182,18089,2148,7493,2755,6354,3069,4676,3524,4129,4540,3983,6595,3684,7402,4086,12861,6334,21326,5107,14673,3778,11862,1606,8868,1548,5212,1173,1235,640,1,203,0,0,0,0,0,0
Jun-21,경강선,239,이매,8,0,682,43,1781,739,4681,1834,3468,3033,1719,1499,1262,786,1193,1125,1192,929,1277,1075,1156,1006,1392,1084,1565,1394,2596,2305,2385,2681,1123,2401,1028,1141,1293,1078,1038,969,390,334,8,134,0,0,0,0,0,0
Jun-21,경강선,240,삼동,0,0,1161,218,4084,1071,11472,2546,13298,2253,6499,1083,3552,1173,2544,1521,2492,1528,2409,1898,1956,2180,1853,2487,2042,3683,3225,5517,3081,8878,1342,8152,938,4601,772,4475,430,3691,127,1309,2,47,0,0,0,0,0,0
Jun-21,경강선,241,경기광주,0,0,2349,268,13192,2260,34990,4860,35555,9201,17143,4268,10881,3674,9065,4324,8799,5104,7985,6258,6977,6624,6542,8144,8017,10854,9867,16748,8228,30589,4370,26977,2941,14297,2508,12709,1563,9379,566,5982,0,19,0,0,0,0,0,0
Jun-21,경강선,242,초월,0,0,1347,167,5173,1309,13566,4297,13906,5582,7380,1892,4101,1818,3766,1821,3850,2005,3328,2539,2971,2450,3121,3197,4528,4390,5416,5505,5242,11701,2055,8566,1579,7508,1133,4790,618,5457,268,3402,0,1,0,0,0,0,0,0
Jun-21,경강선,243,곤지암,0,0,683,168,2277,1881,6952,5568,5998,6086,3761,3609,2598,2494,2723,2121,3111,2865,3143,2708,2755,2267,3737,2658,4490,3341,7220,4456,6262,5618,2558,5822,1499,3250,1046,3459,508,2573,214,1809,0,0,0,0,0,0,0,0
Jun-21,경강선,244,신둔도예촌,1,0,617,155,2095,467,5465,2219,3701,3785,2489,1824,2064,1032,1646,1253,1959,1505,1774,1278,1501,1310,1616,1489,2549,1800,4301,2919,3218,3432,1233,3851,1081,2183,892,2299,382,1782,111,1240,0,0,0,0,0,0,0,0
Jun-21,경강선,245,이천,7,0,782,27,2807,1260,7087,5959,5726,7586,4370,3977,4058,2874,3751,3691,3723,3269,3635,3664,3575,3504,3749,3715,5177,4310,5444,5164,6550,7598,3440,5978,2845,4688,2504,2682,1120,3729,396,1802,1,307,0,0,0,0,0,0
Jun-21,경강선,246,부발,4,0,782,14,2303,1233,4961,5074,4133,5421,3046,1992,2540,1560,2439,1659,2627,1840,2291,1980,2369,1780,2827,1974,3438,2451,5707,3428,5501,4228,2437,4735,1927,3490,1296,2713,878,2905,264,2341,3,937,0,0,0,0,0,0
Jun-21,경강선,247,세종대왕릉,0,0,239,9,502,109,1013,590,702,635,599,426,575,443,434,585,386,499,493,292,468,504,490,459,604,557,662,504,693,668,270,867,154,397,115,421,32,174,16,220,1,69,0,0,0,0,0,0
Jun-21,경강선,248,여주,24,0,1082,8,3060,614,4962,3080,4942,4150,3300,3672,3314,2807,3286,3267,3523,3644,3516,3268,3814,3064,4403,3066,5354,4241,4984,3987,3526,4626,2725,6029,1980,3856,1307,2030,602,2409,156,2315,1,868,0,0,0,0,0,0
Jun-21,5호선,385,방화,4,0,4748,6,10777,3548,27818,5855,24183,14416,12917,6843,9590,5578,8878,6038,9938,7573,9894,7403,8517,7748,9042,8782,11177,10231,10122,12280,10606,19550,4667,19399,3607,11067,3022,10210,2100,11007,514,5437,0,707,0,1,0,0,0,0
Jun-21,5호선,386,개화산,1,0,4003,551,7865,3186,22205,5622,19330,12369,9945,5885,7212,5260,6459,4962,6944,5415,7228,5683,6414,5997,6602,7322,7609,8143,9644,9498,11069,14599,4976,14944,3266,8689,2686,8107,2178,8882,486,4202,4,458,0,0,0,0,0,0
Jun-21,5호선,387,김포공항,2,0,441,2145,1926,9181,5637,14182,7782,17567,8246,12878,7755,11806,10264,12531,10917,14546,12530,16017,13534,15552,16002,14429,15247,14374,19122,16087,25286,15298,16176,9337,14288,4506,14735,2297,11253,1630,2101,693,18,66,0,0,0,0,0,0
Jun-21,5호선,388,송정,33,1,3851,1420,8170,4622,21480,7417,21711,12417,13502,7406,10138,6572,9007,6808,9085,7539,8826,7823,8119,7890,8887,9280,10018,10303,12596,12477,13249,19010,6965,15155,4651,9954,4882,8570,4293,9650,944,4878,5,313,0,0,0,0,0,0
Jun-21,5호선,389,마곡,1,0,2073,1643,7546,6038,24296,12054,22810,46540,12013,29235,9880,13793,10188,9954,10132,10746,11061,11157,11490,10600,13750,10713,17546,12186,26398,14387,38744,21956,15486,18721,10205,9342,9272,8498,7906,9121,1695,4626,7,377,0,0,0,0,0,0
Jun-21,5호선,390,발산,4,0,3078,2158,8981,14160,26196,33962,26646,106194,16394,57155,15809,26724,19374,24023,21518,25197,22909,26148,26643,23492,31410,22953,39022,24704,56112,30342,82038,43690,35699,32510,26616,15402,29568,12638,28917,12825,4163,5419,3,572,0,0,0,0,0,0
Jun-21,5호선,391,우장산,1,0,6522,780,20684,5053,54505,16803,54322,24656,27160,13700,20383,12317,18915,12580,20086,13939,19638,16207,17980,17239,21908,20114,23749,23415,22027,29106,19249,50058,11334,40647,8182,23025,7383,19896,6304,24599,1178,10590,2,430,0,0,0,0,0,0
Jun-21,5호선,392,화곡,92,1,22522,1718,39845,10753,113546,14792,142776,28320,66058,23901,40839,16958,35692,18241,36363,21553,33882,25213,29262,27058,28397,34151,32665,43852,35815,61076,34755,113232,20460,90591,14796,51712,13223,47341,11135,49749,2603,24058,3,1103,0,0,0,0,0,0
Jun-21,5호선,393,까치산,131,0,24597,1552,42318,8464,124031,11603,154051,21171,72871,17694,42399,17918,36388,19564,36723,23291,35274,26328,30045,29531,27952,39382,30459,49142,30256,65279,29697,118856,18202,99533,14259,58223,12746,55158,10886,55959,3083,26960,8,940,0,0,0,0,0,0
Jun-21,5호선,394,신정(은행정),82,2,12098,699,23166,3521,65785,7591,80861,13216,34964,8400,18461,6909,15516,7551,14953,8930,13855,9810,12115,11187,11323,15273,12937,19030,14428,27290,15216,46806,7816,37216,5437,21364,4767,20271,4093,23805,1218,10312,1,156,0,0,0,0,0,0
Jun-21,5호선,395,목동,6,0,7637,1198,20107,6595,58356,15408,71299,28894,32447,21242,21885,16060,20066,14289,20956,16508,20516,19694,19814,19602,20087,23548,22130,28796,26079,42732,28327,77195,15553,56274,13125,28960,13201,27119,14703,28784,2978,12693,1,151,0,0,0,0,0,0
Jun-21,5호선,396,오목교(목동운동장앞),0,0,4451,1560,14446,8559,48363,29519,57006,74684,27160,53228,20124,29276,21335,27927,24688,28510,26400,30736,25826,29143,29635,30704,35533,37182,46921,48655,70285,74955,35259,49052,37118,24905,29490,21827,29214,23257,4802,10077,1,59,0,0,0,0,0,0
Jun-21,5호선,397,양평,1,0,2067,658,6445,3109,23800,9214,28011,39824,10616,14854,6809,5746,6525,5023,7027,5270,7231,5948,6415,5535,7589,6628,8355,7887,14706,11243,33040,22057,9276,15737,5455,8847,4720,8902,4054,9532,889,4275,0,40,0,0,0,0,0,0
Jun-21,5호선,398,영등포구청,5,0,825,636,2179,2580,7492,5835,10091,22238,4997,9150,3731,4429,3772,3635,3816,3538,4210,3947,4175,3985,5018,4314,5720,4563,8823,5543,18898,10017,6187,5751,3835,3548,3758,3217,3237,4090,700,1360,0,0,0,0,0,0,0,0
Jun-21,5호선,399,영등포시장,4,0,2418,990,5865,5335,20885,13687,29241,38588,12627,21886,9041,13238,9998,11795,11306,12192,11887,13918,11766,12794,14062,11957,16169,12146,22464,15041,34507,27629,14208,16932,10163,10037,8787,9683,7870,11916,1549,4474,0,4,0,0,0,0,0,0
Jun-21,5호선,400,신길,44,2,1673,510,3648,1943,12850,4961,20186,15436,6960,5898,3648,2753,3644,2869,4043,3123,4079,3694,3285,3388,3428,3990,4335,4821,7001,8480,13435,16625,4288,9504,2871,6694,3441,7365,2947,9055,870,3099,0,31,0,0,0,0,0,0
Jun-21,5호선,401,여의도,3,0,1715,2610,3843,23045,9412,138332,12951,220508,10985,75251,11275,28841,16990,28620,16869,27270,21908,29468,26761,24175,34054,21718,45796,21711,125220,25504,170755,35478,64128,16025,48543,8591,47558,6997,32483,7507,3954,2739,2,1606,0,0,0,0,0,0
Jun-21,5호선,402,여의나루,9,0,1633,1223,2521,9618,4849,39516,8219,64436,4468,27234,3995,16196,5622,16740,6727,17433,7628,20699,10223,21677,15356,21124,21738,20713,39787,21940,58060,24937,29060,17561,36120,11118,34347,7651,30236,8358,10057,2805,9,420,0,0,0,0,0,0
Jun-21,5호선,403,마포,18,0,2440,1506,7623,9557,25125,23048,33769,73636,16960,35851,12318,15297,13032,14312,14029,14152,15993,14817,14961,13005,16289,12994,19911,16428,34150,24085,59775,41194,22040,23104,16762,11899,20057,10594,18185,11931,2636,5045,3,569,0,0,0,0,0,0
Jun-21,5호선,404,공덕,6,0,1816,970,5715,6752,21545,31517,29820,82512,13225,39578,10578,16533,12145,13712,14311,12754,15789,13747,14797,12343,15679,13386,21596,15639,36950,23425,66970,43946,24661,21618,17353,11366,20235,10280,19114,11730,2777,4566,8,308,0,0,0,0,0,0
Jun-21,5호선,405,애오개,2,0,2216,597,4991,3814,17375,10624,24184,30548,11199,12088,7969,6716,8134,6256,8063,6638,8604,7421,7675,7156,8864,7489,11005,8441,13014,11441,23033,20235,7665,12724,5309,7247,4930,7094,4259,8435,923,3569,3,1219,0,0,0,0,0,0
Jun-21,5호선,406,충정로(경기대입구),48,0,1059,171,2173,1841,6495,10039,9134,33755,4713,16808,3642,4539,4085,3605,4603,3981,4943,4478,5303,3931,5199,3865,6517,3983,13819,5478,29840,8935,8059,5889,5382,3836,4955,4096,3808,4866,681,1901,0,153,0,0,0,0,0,0
Jun-21,5호선,407,서대문,6,0,2931,1118,6039,14023,17023,68399,22152,159403,15334,41443,14680,19416,17236,15719,17726,15405,16980,19423,19484,15340,24486,13604,33834,13277,59109,16742,113285,23311,30432,13261,22397,8688,20709,8545,15836,9501,2417,3765,1,257,0,0,0,0,0,0
Jun-21,5호선,408,광화문(세종문화회관),7,2,854,746,3236,24881,8238,76655,13208,261253,11220,103514,11960,38483,18188,38035,21788,32121,28328,35298,31578,28382,39255,24843,50933,24663,89456,28160,204665,35272,69066,15971,48119,7165,56440,6039,39588,5879,6043,2295,3,139,0,0,0,0,0,0
Jun-21,5호선,409,종로3가,26,0,858,597,1749,6225,2854,14530,4330,40825,3831,32388,5387,25121,9411,26205,13036,25555,15386,25516,18436,22827,21918,20676,27877,20899,36443,22943,52947,27948,29864,13888,26909,5350,36990,3230,29665,3390,3037,1436,2,188,0,0,0,0,0,0
Jun-21,5호선,410,을지로4가,1,0,351,513,631,5890,1019,16708,1942,45719,2291,19210,3194,11161,4614,9976,5796,8613,7036,7971,7974,7289,9144,6283,11312,5468,22518,5030,36874,5256,15889,2561,8640,1257,7994,1115,6836,1055,1151,508,0,32,0,0,0,0,0,0
Jun-21,5호선,411,동대문역사문화공원(DDP),0,0,180,322,547,2559,1057,9475,1819,29541,1280,12225,1202,3412,1586,2778,1831,2588,2073,3007,2846,2587,2756,2346,3869,2093,10421,2340,20652,2779,7904,1571,3805,900,3250,985,2630,1112,594,476,0,39,0,0,0,0,0,0
Jun-21,5호선,412,청구,1,0,1661,281,2956,1682,7221,3998,10190,14953,6272,6555,4831,3992,4521,3465,4753,3839,5066,4398,4959,4098,4836,4386,6165,5336,7838,6831,13720,9662,7855,7189,4467,4350,4084,4302,3391,5439,1029,2091,1,142,0,0,0,0,0,0
Jun-21,5호선,413,신금호,10,1,2988,336,6936,2925,20787,8584,27549,15487,13837,6862,8623,5618,7420,5736,8102,6304,7650,7123,6804,7212,7601,8974,11308,10609,10378,14679,10358,24167,6971,16456,4777,9747,4059,9218,3228,10851,824,4241,5,307,0,0,0,0,0,0
Jun-21,5호선,414,행당,8,0,4234,775,11669,2834,32284,5320,43985,9831,19743,6082,12145,5486,10698,6011,10820,7307,9885,8101,8704,8526,9107,10527,8863,12567,9977,17621,10119,31337,6073,21412,4875,12559,4044,11606,4002,14167,934,4853,5,281,0,0,0,0,0,0
Jun-21,5호선,415,왕십리(성동구청),41,0,2126,311,2459,2576,5981,5875,9220,19245,4999,7976,4548,6142,4980,5864,5542,6236,5788,7120,5924,7032,6848,7098,8214,8032,10064,10040,14586,15889,8248,8996,6965,4744,7899,4563,7368,4914,1783,2302,13,1086,0,0,0,0,0,0
Jun-21,5호선,416,마장,0,0,2351,595,5837,3356,16102,6617,20911,15476,10241,7284,7482,5843,6987,5455,7449,6061,7051,5808,6972,5778,7472,6733,8518,7906,8986,10235,11694,15957,6771,11172,4495,6585,4053,6172,3750,7401,858,3172,7,289,0,0,0,0,0,0
Jun-21,5호선,417,답십리,12,1,9222,1215,18099,6625,57313,13853,75876,34155,33652,17067,19245,11840,16786,11863,18631,13685,17169,14689,15806,14806,16317,17388,18638,21637,24644,29847,31434,56328,16739,40296,10187,21152,9127,20700,7792,23766,1805,10446,17,922,0,0,0,0,0,0
Jun-21,5호선,418,장한평,8,0,7035,1213,17783,10814,52519,22464,70531,68181,34447,29201,20510,16472,17944,14744,20254,15840,19645,16950,18855,16370,19868,19319,24996,23699,35297,34025,55615,59914,24537,44782,14243,24309,12943,21316,11378,24222,2302,9954,17,1112,0,0,0,0,0,0
Jun-21,5호선,419,군자(능동),47,1,7623,760,11634,5418,33727,7828,46638,24290,21179,15599,12511,9888,11718,9891,12883,11334,12625,12604,11650,13097,12019,15093,13781,18171,18027,28653,23489,50469,13180,35219,10433,18788,12156,17427,11759,20364,2431,9567,9,3394,0,0,0,0,0,0
Jun-21,5호선,420,아차산(어린이대공원후문),0,0,9041,1508,16178,5315,44010,12386,58129,24941,29682,18728,19225,18379,17086,16924,20918,17675,21502,17038,21054,17385,21277,20792,24158,24136,24579,31437,24892,51804,15361,38640,11325,21821,10886,19123,8433,21114,1847,9309,0,356,0,0,0,0,0,0
Jun-21,5호선,421,광나루(장신대),2,0,5212,1778,16089,8171,39580,15593,44617,30257,25141,19127,16974,16390,16296,13509,17268,13505,18037,14396,17454,13966,18607,14673,21759,18496,23770,23091,28552,37473,14075,26289,9386,17295,9675,15289,7903,18133,1895,7525,1,107,0,0,0,0,0,0
Jun-21,5호선,422,천호(풍납토성),31,1,7122,1580,11183,12474,27175,18074,34194,36299,20578,32561,18386,24174,21808,25206,25234,25898,25942,26277,26830,27770,30462,28662,35066,31864,43762,39719,46399,55549,34524,39689,32149,19117,27002,17524,23413,18181,4200,8732,16,550,0,0,0,0,0,0
Jun-21,5호선,423,강동,59,1,10874,1589,20211,11957,56427,28884,68484,50582,33851,25766,22997,17247,21434,15482,22935,16716,21782,19373,20982,18580,22872,20458,25582,24831,38624,32630,44616,52386,20435,41430,14210,24740,12230,23617,10069,26777,2509,14524,17,1169,0,0,0,0,0,0
Jun-21,5호선,424,길동,4,0,4773,819,9169,4338,22665,6877,27453,17218,13646,13133,11305,10033,10700,9370,11873,9745,11968,11132,10249,10723,10993,12794,12647,15303,14105,17407,16987,26870,8551,20247,6410,11886,5949,8741,4962,10997,861,4368,8,521,0,0,0,0,0,0
Jun-21,5호선,425,굽은다리(강동구민회관앞),2,0,6625,686,13388,2815,35842,6387,38715,14227,20508,9683,14846,8496,13044,8407,12927,10067,13144,11268,12356,11227,12141,12664,12589,15988,13177,19341,14058,34791,7808,26173,5929,15287,6114,14076,5077,15851,906,7964,12,883,0,0,0,1,0,0
Jun-21,5호선,426,명일,1,0,5115,899,12792,3477,36425,7064,32756,12240,16253,9479,13027,8122,11864,8186,12240,8967,11190,9651,10545,10247,10658,12779,12449,15441,11592,18980,11958,33576,6922,31635,5218,13689,5714,12431,4198,12987,945,7715,2,634,0,0,0,0,0,0
Jun-21,5호선,427,고덕,4,0,3482,1488,11700,5497,31173,14867,25150,18842,14289,11448,11768,9156,12373,8897,12243,10354,11735,12612,12635,11540,13809,12837,20025,14436,18969,17115,16168,27206,8926,26205,7095,12640,7398,11208,6508,11906,1595,6768,3,584,0,0,0,0,0,0
Jun-21,5호선,428,상일동,18,0,9367,1024,32201,5438,91435,11833,59210,17970,31327,10103,22146,8538,18709,9770,18485,12465,17692,13770,15340,14465,16524,18169,18811,22167,19040,30343,19602,53342,10047,53292,7360,28862,5581,24166,4239,25185,1341,15632,9,1886,0,0,0,0,0,0
Jun-21,5호선,429,둔촌동,1,0,3753,1061,9271,8343,24789,10217,28347,21741,14492,11309,10639,8630,10328,9036,10935,10104,10738,10677,10718,10880,11802,12074,16003,14658,18033,19155,20934,27634,9979,21693,7410,10544,7667,10212,6522,9852,1178,5164,1,8,0,0,0,0,0,0
Jun-21,5호선,430,올림픽공원(한국체대),4,1,1027,906,5329,4430,11870,7320,11764,9619,6957,5440,5879,4409,5731,4564,5943,5235,5788,6015,5801,5368,7453,5430,9752,6280,10143,7309,9901,9574,5285,7584,3620,4527,3140,4106,2498,4271,656,2409,0,78,0,0,0,0,0,0
Jun-21,5호선,431,방이,3,0,2140,747,7325,4140,19567,7977,17127,23727,10027,12412,7938,7679,7481,6756,8627,7920,8768,9263,7810,8909,9105,9922,11026,13594,12879,15662,19805,21049,10068,15554,7541,8730,9778,6904,10906,7248,1165,3732,3,393,0,0,0,0,0,0
Jun-21,5호선,432,오금,4,0,1219,282,3138,3070,9036,9352,8144,20418,4745,6365,3692,3420,4155,3108,4951,3516,4628,3511,4549,3473,5570,3849,8504,4638,9761,5355,14569,7005,4551,6665,3288,3759,2996,3126,2538,4355,560,2090,0,299,0,0,0,0,0,0
Jun-21,5호선,433,개롱,1,0,3398,1126,8571,3399,24950,8274,21169,17227,11706,8402,8590,5794,7678,6049,8666,6608,8193,7256,7511,7657,8209,9037,10489,11171,11951,14380,13683,19557,6513,20015,4496,9621,4629,9076,3062,11628,575,4423,1,532,0,0,0,0,0,0
Jun-21,5호선,434,거여,1,0,5128,476,12061,7323,35420,8920,30873,18376,16537,10336,11648,6631,10382,6528,11033,8761,10203,8801,9966,8834,9763,10406,14547,14114,15257,16867,14799,24537,6486,23749,4734,11527,4395,11331,3196,12680,674,6067,5,707,0,0,0,0,0,0
Jun-21,5호선,435,마천,26,0,6265,288,11598,3606,30672,4439,27144,11282,13360,6925,8751,6610,7466,5738,8616,6324,7823,6652,6668,6662,6826,9368,8695,11689,8256,13516,9162,21865,4188,19575,3155,10727,2442,9981,1318,10442,307,6855,0,823,0,0,0,0,0,0
Jun-21,5호선,436,강일,0,0,1600,276,5397,1961,11948,3084,14043,4376,8313,1840,5604,2131,4853,2588,4500,3045,4175,2757,3474,2990,3418,3400,5019,5423,4991,7807,4650,11515,1842,12934,1251,6832,1006,5864,654,6847,271,3251,0,9,0,1,0,0,0,0
Jun-21,5호선,437,미사,28,2,6325,243,22653,9298,64202,10057,60370,19894,27512,15425,18812,11187,16901,11598,18402,13522,16323,13652,14481,14889,16681,15416,19910,22864,23141,30142,22884,55065,12485,61699,11302,26921,12711,25493,12686,25758,2806,11530,1,2511,0,0,0,0,0,0
Jun-21,5호선,438,하남풍산,1,1,1612,76,5025,1255,11540,5295,10242,15222,5891,8449,4785,5297,4163,4256,4705,4297,4332,4187,4514,4040,5225,5260,7317,5246,9129,6843,12739,10086,5106,8997,3749,5331,3688,4724,2571,5045,534,2416,1,639,0,0,0,0,0,0
Jun-21,5호선,439,하남시청(덕풍·신장),1,0,3387,121,7918,2449,19002,4017,15641,8763,9281,5158,7970,5690,7691,5888,7934,6340,7224,6186,6730,6135,7083,9114,8488,9232,9342,12605,9803,15357,5609,16426,3805,8965,3461,7672,2793,7719,410,4691,6,955,0,0,0,0,0,0
Jun-21,5호선,440,하남검단산,5,0,2608,17,7452,2272,17681,4626,14152,8558,8500,7987,6932,9355,6426,7562,6781,7462,7203,6720,7758,6092,8119,8303,10195,8666,10307,9554,9826,12377,6031,14107,4561,7593,3738,6635,2757,6542,363,3955,0,917,0,0,0,0,0,0
Jun-21,6호선,441,응암,21,0,11358,1161,25522,5369,73765,9638,88640,18499,42050,11789,25226,12023,22298,13761,23218,16386,22126,16942,19799,18545,19044,23330,20733,29254,20609,40473,20774,73460,12451,60244,9681,36580,8703,29467,7069,33964,1678,16630,1,773,0,0,0,0,0,0
Jun-21,6호선,442,역촌,2,0,1973,265,5822,1829,15852,2761,16781,8468,8766,4444,5761,3435,5039,4690,5311,4576,5148,4977,5121,4844,4504,5516,4677,7514,4471,9533,5114,16298,2610,13786,1900,6897,1663,7356,1491,7605,371,3980,0,1,0,0,0,0,0,0
Jun-21,6호선,443,불광,28,0,1500,468,3769,2773,10280,4213,11862,7378,6477,6794,5609,5454,5968,5697,7007,5831,7594,6295,7945,6510,8846,7138,10310,7494,9419,9471,9329,14641,5993,11013,4386,5687,4232,5071,2815,5778,440,3024,2,35,0,0,0,0,0,0
Jun-21,6호선,444,독바위,2,0,1971,256,5083,982,13838,1676,13383,2994,6255,3400,3900,3384,3993,2709,3747,2901,3646,2854,3194,3029,3419,3667,3478,5007,3045,6380,2705,10973,1674,10643,950,5948,807,5087,691,5718,249,3170,0,252,0,0,0,0,0,0
Jun-21,6호선,445,연신내,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,3,0,1,0,1,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Jun-21,6호선,446,구산,1,0,5029,215,11342,2049,29522,7109,35106,7399,17295,4975,10961,4592,9851,5876,10528,6018,9548,6958,8475,7000,8525,8333,12550,10683,9346,13024,8769,19494,5109,19110,3928,9477,3845,8417,3576,8517,790,4140,0,407,0,0,0,0,0,0
Jun-21,6호선,447,새절(신사),6,0,9976,604,20504,4906,54785,7661,63193,14732,30188,9323,18211,8549,15931,9494,16571,11354,15602,12586,13675,12871,13671,17158,16900,19960,15714,27846,14508,48506,8951,40639,6304,22756,5812,20385,4858,22810,1203,11213,14,1927,0,0,0,0,0,0
Jun-21,6호선,448,증산(명지대앞),9,3,7663,744,15590,3667,40317,5343,47834,10423,24752,7691,15823,6845,12965,7723,12891,9077,12544,10324,11219,11015,10876,13645,11694,17785,12409,23115,12100,40843,7382,32826,5115,18483,4597,18467,3871,19843,1245,8802,1,943,0,0,0,0,0,0
